cust_id,typeCT,debt
13777221422_pkc,0,0.0
jd_4b5bdf5f89423,0,0.0
jd_51705c0209a43,0,0.0
tommychow1993,0,0.0
jd_7b7c655bb109a,0,0.0
jd_4ffb7306cf2e8,0,0.0
唐艳ya,0,0.0
mcorz,0,0.0
jd_6ebaecc766ecd,0,0.0
jd_6e1db9833ca92,0,0.0
jd_757ee93d6a3be,0,0.0
jd_7cfca480bce79,0,0.0
jd_5cd62c246ffa4,0,0.0
a316296717,0,0.0
97474037-602393,0,0.0
jd_58aafd229a61f,0,0.0
jd_4ac1e46208ecf,0,0.0
ew9936,4,0.0
wdBkMfDxiktPum,1,0.0
jd_67fc72ab731b5,1,0.0
qadwunan,0,0.0
jd_67d9b36506262,0,0.0
jd_4c10d3819b306,0,0.0
jd_44aca1eaddeed,0,0.0
wuwtao,0,0.0
六月流星留过,0,0.0
2姑奶,2,0.0
axeama_m,1,0.0
淼淼03051017,0,0.0
13814211331_p,2,0.0
jd_796edba33c2f3,0,0.0
jd_46e936014b831,0,0.0
jd_61e5474e36dae,0,0.0
13668162719_p,0,0.0
13648609872_p,0,0.0
jd_5869941dab8e0,0,0.0
李哥2213050,0,0.0
jd_4df292d27145d,0,0.0
jd_6f00cc10d1112,0,0.0
jd_6967f0c15d4a6,0,0.0
jd_49019f6ea432b,0,0.0
jd_6a473ae8b2fcb,0,0.0
jd_4dc785ed3d579,0,0.0
jd_4522548422123,0,0.0
waill5201314,0,0.0
jd_5aa69c423ae37,0,0.0
wdIAjoKxocgKHb,0,0.0
jd_658d6d86d4258,0,0.0
jd_7768d2fbad647,0,0.0
lpl15372442012,0,0.0
jd_790c706acd07c,0,0.0
jd_6c52d10ccbd90,4,0.0
13764131851_p,0,0.0
jd_72d5d32e62756,0,0.0
jd_7aacfb4186fe0,0,0.0
s2267572192750328,0,0.0
guhuijing69325,0,0.0
曼陀罗452,0,0.0
jd_433a10216ce4a,0,0.0
jd_4349e1983c2ba,1,0.0
jd_756fbd248b875,0,0.0
jd_6b66b49c97af9,0,0.0
穗梦,0,0.0
swdc2008,0,0.0
jd_52a4a830a5e74,0,0.0
15071884365_p,0,0.0
jd_75870ec65b3c4,0,0.0
jd_5d9e60479b56d,0,0.0
jd_7368ad3b84453,0,0.0
219566656-492911,0,-25206.0
a412398490,0,0.0
jd_527712d74f5b2,0,0.0
jd_7e4567a3481d7,0,0.0
jd_UQGmTVVuVEKM,0,0.0
361947483,0,0.0
wdYQKKwypeDOoE,0,0.0
susan061,0,0.0
chichi1317156153,0,0.0
tonyamanda001,0,0.0
bb451722220,0,0.0
jd_74b87f2a3d6d3,0,0.0
jd_50c1ba7aaebd3,0,0.0
jd_7f20f8a994706,3,0.0
jd_MCWDHZoeQxZB,0,0.0
xuan0519,0,0.0
jd_74b8d5533641f,0,0.0
jd_5ba97e74738bc,0,0.0
13063982308_p,0,0.0
jd_57de9f11556be,0,0.0
254362297_m,0,0.0
jd_7e5d1578fe659,0,0.0
jd_7973d5bf6cc88,0,0.0
jd_5083208c4551b,0,0.0
宋13622062799,0,0.0
89594464-629066,0,0.0
feiwai,0,0.0
jd_448dc225ea8a1,9,0.0
15527519593_p,0,0.0
jd_7b17e40c7c1c7,0,0.0
18935386805_p,0,0.0
pengguangyun1,0,0.0
13861239061_p,0,0.0
15219545990_p,0,0.0
jd_43bdfcc1712c1,0,0.0
lin88538,0,0.0
13844672931_p,0,0.0
1330996462-744385,0,0.0
kongkong9969,0,0.0
李文超haha,0,0.0
jd_7c1885bb70c9a,0,0.0
杨捷锋,0,-82555.0
18772261138_p,6,0.0
jd_7610d093baba8,0,0.0
jd_4f5fac98574d4,0,0.0
13081428397lyp,0,0.0
jd_605e4d5f5e9bb,0,0.0
iyj1998,0,0.0
jd_67b0b430020ac,0,0.0
jd_6455ad4b8d856,0,0.0
jd_487007a842124,0,0.0
jd_69731cb114980,0,0.0
叶志煌,0,0.0
whyitisso,0,0.0
wdNzNWkZnYcDTJL,0,0.0
jd_457cd927b23c5,0,0.0
jd_nHysJAURhFes,0,0.0
jd_6fea1e65a5515,0,0.0
wufz542710,0,0.0
山鹰山鹰168,0,0.0
13629778805_p,0,0.0
oyp5217590_m,0,0.0
wdNCrCXakNoBLpG,0,0.0
jd_6ecb7082e8a23,0,0.0
wdSIlJVujqIyWI,0,0.0
陈先生744,0,0.0
jd_5d98b0f4608ec,0,0.0
jd_77e6c59405d9b,0,0.0
13430689404_p,0,0.0
jd_66b0ea5c65360,0,0.0
jd_4f3859429652a,0,0.0
jd_6527cfaea20d6,0,0.0
jd_5a9ac7e4b031e,0,0.0
wdOrbfawbYXYDC,0,0.0
不开花仙人球,0,0.0
jd_4f34391d34476,0,0.0
陆枫123,0,0.0
jd_4ff87443a7f3e,1,0.0
jd_798d4fa1f8422,0,0.0
jd_6418cdc7df6ff,0,0.0
jd_7bb282ad18ae5,0,0.0
jd_6e4b816f51628,3,0.0
jd_430a0956bd509,0,0.0
73995974-705140,0,0.0
jd_5b6ff5ef2c040,0,0.0
jd_51c67eb699afd,0,0.0
jd_410e31a9ee7a8,0,0.0
cnvtkwfn,0,0.0
jd_44b5f3c3595b7,0,0.0
jd_4abfa3dc6fe83,0,0.0
jd_793d714cba12b,0,0.0
shadow小影,0,0.0
jd_679611f40135e,0,0.0
jd_7eb127bbc6d07,0,0.0
奔腾4处理器,0,0.0
wdojYXwyBXWRwr,0,0.0
jd_5bd5509763c29,1,0.0
jd_mCPNOdeFgwOy,0,0.0
623248251_m,0,0.0
huamanliao,1,0.0
jd_4327c2834383b,0,0.0
zl1990310,2,0.0
不曾变过的爱,0,0.0
jinqiyinping,0,0.0
jd_405b5faf25679,0,0.0
jd_49e2ca198ee17,0,0.0
gh45741164,0,0.0
jd_7d7760336d10f,0,0.0
jd_4b9cdb6c7ad3,0,0.0
jd_6eea9b28aa792,1,0.0
jd_438c35650c2c9,0,-3333.0
叶绍佳,0,0.0
1555189075-573537,0,0.0
wdrSuIykxfBivJ,0,0.0
jd_437c6efbdff5a,0,0.0
jd_6c2d7d3962840,0,0.0
jd_7b33c564faca6,0,0.0
jd_4439d443417cd,0,0.0
15876999776_p,0,0.0
hh0045,0,0.0
jd_4a6f9bf6636dc,0,0.0
wdNtjYwTUpwnANo,0,0.0
jd_661e53664b5b7,0,0.0
jd_6b5eab8043c3f,0,0.0
jd_7b1743aff4c1c,0,0.0
飞猪1988,0,0.0
jd_5d54692e553f5,0,0.0
jd_422f232813aae,0,0.0
jd_62e0e955f0cf2,0,0.0
jd_5235678f9e3e6,0,0.0
u_555bf99e885bd,1,0.0
lixiaoyunsss,0,0.0
jd_40c66a4aec832,0,0.0
jd_72df632d1c55d,0,0.0
一切都会值得的,0,0.0
jd_61f5454bd9819,1,0.0
jd_7109d304bbc12,0,0.0
jd_761a7be5a9e2e,0,0.0
lvmengqiong,0,0.0
jd_6bbef55294ad7,0,0.0
xiefei443114808,0,0.0
shangyanbei,0,0.0
heyanconnie,0,0.0
jd_6e38cb148ca0f,0,0.0
347780001-638113,0,0.0
jd_5c40c8c7ad96a,0,0.0
4263399-756998,0,0.0
amao777,0,0.0
lizasdf,0,0.0
jd_6a4ab943017a7,0,0.0
jd_4b989f804e0ab,0,0.0
xiali1030,0,0.0
Cloud冯,0,0.0
jd_59963400d32ab,0,0.0
jd_4ddc7272b74e1,0,0.0
22559665-883278,0,0.0
jd_7ccb88598f6b3,0,0.0
jd_5016a3eabf7a6,0,0.0
jd_4405a9421371e,0,0.0
451047846-858255,0,0.0
jd_5c5c993affb0f,0,0.0
jd_573f283f6f04d,0,0.0
wdNPQJbHnUVHkqz,0,0.0
13381022718_p,0,0.0
jd_619af99b63a9b,0,0.0
jd_7e177c7c170b2,0,0.0
jd_6c1126d380545,0,0.0
13906677232_p,0,0.0
jd_41a77c3efa99b,0,0.0
jd_5fba0568c0662,0,0.0
jd_651d5498010cf,0,0.0
jd_79acda21c4f52,0,0.0
zzj278634917,0,0.0
jd_6101cf0fa2613,0,0.0
yukan1989,0,0.0
weichongxi,0,0.0
phpop,0,0.0
15521385590_p,0,0.0
guozekui_m,0,0.0
a5031153,0,0.0
13910707781陈丽,0,0.0
jd_5653e52a29b4e,0,0.0
jd_41a2a3e827a52,0,0.0
q625806072,0,0.0
丽子轩,0,0.0
jd_4f88dbad556f9,0,0.0
zhuxiaojun9009,0,0.0
jd_5325824b76879,0,0.0
jd_656a21658063c,0,0.0
jd_6ad2dfcb17354,0,0.0
jd_65b31d6554748,0,0.0
iways99,0,0.0
jd_40c640ad47dfa,0,0.0
lijiajie0921,0,0.0
jd_46b309f3d258d,0,0.0
jd_5bc86091d6f0b,0,0.0
涂丽娟,0,0.0
u_6c82062be0274,0,0.0
wdhMgDiZzcvXUG,0,0.0
jd_40e8c6867e74a,0,-3124.0
jd_7fc8d3501a419,0,0.0
jd_6b44071b1b007,0,0.0
jd_723112f20c40c,0,0.0
691953156,0,0.0
jd_5047d90c09fba,0,0.0
jd_4980840881afa,0,0.0
wdNKrsSmjTjmkOg,0,0.0
jd_42e461d69c824,0,0.0
151077079-728532,0,0.0
jd_6b847ac3a0472,0,0.0
xiaopangniudiudiu,0,0.0
1048035970_m,0,0.0
zcxing0725,0,0.0
jd_7c72a50beb9ba,0,0.0
847853530_m,3,-3766.0
jd_611fae2a0c2f8,0,0.0
jd_4b54a3a5971a3,0,0.0
jd_56e7b08a4e26e,0,0.0
jd_4c348008a301a,0,0.0
jd_7bc1f891da8ce,0,0.0
妞妞1970,0,0.0
woo0512,0,0.0
jd_49862df6ffc1a,0,0.0
jd_4e28721e14535,0,0.0
jd_7dd2f1a7dc0e2,0,0.0
tsc1145,0,0.0
wdKsQyXUgzfpKA,0,0.0
jd_7153c1f589972,0,0.0
jd_7d9031dec048f,0,0.0
jd_7c43ef51bd3a6,0,0.0
u_4638228d5c763,0,0.0
378284801_m,0,0.0
jd_74193366e70c4,0,0.0
jd_598e70c42248a,0,0.0
msw0222_m,0,0.0
zhengxinone,0,0.0
jd_58107f6b30374,0,0.0
jd13929558548,0,0.0
jd_49b28a1f12dbd,0,0.0
汐鈅,0,0.0
yang953320_m,1,0.0
jd_5a7adf69f14c3,0,0.0
李建国681,0,0.0
15392308018_p,0,0.0
zym199477,0,0.0
jd_490aa42604146,0,0.0
jd_630c8d36da002,0,0.0
jd_7b001ed21cc0f,0,0.0
jd_7f85c714408f7,0,0.0
jd_696b9390a1e67,0,0.0
jd_61ae19c5c974f,0,0.0
范翠丽070,0,0.0
13560017504_p,11,0.0
jd_7706a9261a3d9,0,0.0
jd_61604e5fea88a,0,0.0
jd_43e944e07298b,0,0.0
18550211812_p,0,0.0
jd_6740246934492,0,0.0
jd_4c26e887eb30a,0,0.0
jd_5fe1e39bc2b72,0,0.0
jd_48f11e251db41,0,0.0
jd_72e55d25cb820,1,0.0
jd_5149c9c63bcc7,2,0.0
yanqingJD,0,0.0
18660019407_p,0,0.0
wdNBVMiQihAMCqb,0,0.0
36451376-69404806,0,0.0
18702167312_p,0,0.0
jd_642489555d219,0,0.0
jd_772ad5ee42c74,0,0.0
jd_7206bfcbeaa92,0,0.0
15000495312_p,2,0.0
wdNpinpteXYXBA,0,-416.0
jd_751c024cb9ba5,0,0.0
jd_6a44a422c900f,0,0.0
jd_7f0f777c06a37,0,0.0
jd_6b832c4862de7,0,0.0
jd_7e90a9786614c,4,0.0
jd_67aac78c7aeba,5,0.0
wdaxsaGrBMhZSB,0,0.0
15902785041_p,0,0.0
jd_78da6d4efbe53,0,0.0
jd_49fab1556cba1,0,0.0
刘文超4592253,0,0.0
jd_5370144dc006c,0,0.0
jd_710466111e631,0,0.0
jd_733d50518b8aa,0,0.0
zzyloli,0,0.0
jd_50361cdaba3d3,0,0.0
jd_6b785e01dffb2,0,0.0
620423-48800805,0,0.0
jd_5e0b31e134abd,0,0.0
jd_486bbe742449e,0,0.0
jd_4d2c8c29cd6e1,0,0.0
jd_55e0ca178b52d,0,0.0
jd_44cb0a710e99e,1,0.0
jd_5f6fd3da747fc,0,0.0
zq425413854,0,312.0
jd_4da020d972e4f,0,0.0
jd_544b33ddd6d30,0,0.0
这个不错33,0,0.0
jd_5552e0376280b,0,0.0
jd_4f8d4bcd0cd06,0,0.0
jd_7d167b6b5e186,0,0.0
13587173450_p,0,0.0
jd_60466ef842f3b,0,0.0
a13610258947,0,0.0
胡娟HJ012,0,0.0
橘子洲头0508,0,-3145.0
13591082696_p,0,0.0
jd_7520346ae30d0,0,0.0
jd_7f9272a434126,0,0.0
jd_49b56d4e6396c,4,0.0
jd_54c0f13964335,0,0.0
jd_6262514e34c2c,0,0.0
jd_6b3818407d56d,0,0.0
13515105021_p,0,0.0
宋树富,0,0.0
jd_7737a9be94da1,0,0.0
jd_4e364dc13db47,0,0.0
jd_524c75710aaac,0,0.0
jd_5995d8294aa70,0,0.0
jd_41566b8538dec,0,0.0
jd_577d2eb46f6bb,1,0.0
13529300324_p,0,0.0
jd_617e3514991e4,0,0.0
jd_419e59d57c09a,0,0.0
s450837786,0,0.0
jd_4f66d9bb384e7,4,0.0
jd_5d02469bfde5d,3,0.0
jd_5c26440bdb752,0,0.0
13854820952_p,1,0.0
jd_768d010f98fb4,0,0.0
jd_59c88f64602d0,0,0.0
jd_5c089c7eae585,0,0.0
jd_5df7decebbfa6,0,0.0
爱你依然深似海,0,0.0
hahahamoon007,0,0.0
jd_7e4788af90908,0,0.0
jd_60b99c3aec6eb,0,0.0
jd_53f85a24e8516,0,0.0
jd_409d3e0464495,0,0.0
wdNRVvVHAbhfyXQ,0,0.0
jd_5c5814c3c9b49,0,0.0
jd_6c2bd4c5bbc8e,0,0.0
游泳泉,0,0.0
太平洋的小鱼儿,2,0.0
wdfJShkofeOOww,0,0.0
jd_5ee6398cab82c,0,0.0
jd_43f4d37116a3c,0,0.0
jd_5ad3b2c278625,3,0.0
jd_45836bf608003,0,0.0
13628629705_p,0,0.0
18380503878_p,0,0.0
jd_4ec3ca4c460cf,0,0.0
377862506-532766,0,0.0
jd_4c41a1d3e6256,0,0.0
jd_797bd34dba354,0,0.0
jd_7b02403017cdd,0,0.0
jd_69016d5d3f8e4,0,0.0
jd_71c548cde1665,0,0.0
zhengshanshu1,0,0.0
zzf4009,0,0.0
琦琦2023,17,0.0
linzhuo93,0,0.0
ljq_forever,0,0.0
jd_78e0873d3d376,0,0.0
jd_7c4cc292238eb,0,0.0
jd_5e83b02d3e1ab,0,0.0
jd_4cb4cf0e27b20,0,0.0
18690806767_p,0,0.0
jd_73e9c3bdf630e,0,0.0
jd_4d26e74376c65,0,0.0
jd_6ed3f44275a30,0,0.0
jd_6aa7b987e0cbc,0,0.0
jd_70659596ae957,0,0.0
lrm863227109,0,0.0
jd_75b63d3a22b52,0,0.0
刘一鸿,0,0.0
jd_4002171e86a4c,1,0.0
jd_77f3d4993d00d,0,0.0
jd_48c45fb4c5cd9,0,0.0
jd_4c50c0c962047,2,0.0
wdNlEESYjxKEToe,0,0.0
jd_407afd7c4c8a6,0,0.0
jd_41faef600bded,0,0.0
jd_79beedaaff9a2,0,0.0
95165364-111970,0,0.0
15199669888_p,0,0.0
15113657937_p,0,0.0
格桑花姑娘,0,0.0
wdbgceQovzpohp,0,0.0
忐忑猫,0,0.0
jd_69c966a06712d,1,0.0
jd_4748973b108de,1,0.0
jd_4a036117dd139,0,0.0
jd_6162bc15eea27,0,0.0
jd_5a994911590cb,0,0.0
jd_49de5875d04ab,0,0.0
jd_669ab6ea6d23a,0,0.0
jd_7c778ba206993,0,0.0
wdNvlogHYChXqiT,0,0.0
jd_4c929a533fa60,0,0.0
zy492451737,0,0.0
13227311222_p,0,0.0
13604075152_p,0,0.0
wdGyYUSwiHDvBK,0,0.0
jd_723bb8d80f38e,0,0.0
zhou15055701676,0,0.0
18392628366_p,0,0.0
jd_610f02fd680d9,0,0.0
jd_668835bf083fc,1,0.0
18680687057_p,0,0.0
jd_46d2f70792ea3,0,0.0
jd_65d8d6916f7bb,0,0.0
jd_778df03f9b35f,0,0.0
jd_67442f9ec4231,0,0.0
jd_4fe90f3295005,2,0.0
18223073576_p,0,0.0
WUZH18980017636,0,0.0
zyd075,0,0.0
jd_4a0d30f9f79a4,0,0.0
jd_72b3814de2dd0,0,0.0
liuchuanbing88,0,0.0
jd_534f76b3458f5,0,0.0
754055776-151221,1,0.0
mhw1288,3,0.0
jd_6d880b716f7e2,1,0.0
huangxuelian5320,0,0.0
chgzhe,0,0.0
jd_6e35064b2eec0,0,0.0
文文34871,0,0.0
l653401046,0,0.0
jd_5657b8ae36cb9,0,0.0
zhushizhou,0,0.0
浪漫_樱花,0,0.0
jd_4e65422322a9a,0,0.0
jd_6540f041e566d,0,0.0
jd_7f737936b2428,0,0.0
jd_53ef17133d65a,0,0.0
jd_4543b2ab4442e,0,0.0
chen5038546,0,0.0
jd_56f792d1a654b,0,0.0
jd_73367a6e41182,2,-3296.0
jd_575c7c8bff602,0,0.0
云峰star,0,0.0
jd_7571fce83b027,0,0.0
wdTELgzyjqEUqO,0,0.0
jd_7ac53dc4e7faa,0,0.0
jd_6e0e1ca1780cd,0,0.0
1144650-61693064,0,0.0
jd_55f5db8520dd6,0,0.0
808961830-477852,0,0.0
jd_64aa369e431fc,0,0.0
jd_5f7f2d3b50c98,0,0.0
15021056571,0,0.0
jd_6e9f4a6f2f546,1,0.0
jd_78589b1ec18af,0,0.0
红驴公子,0,0.0
jd_5ef896956b4b7,0,0.0
jd_MmmyeTgjOTCL,0,0.0
15995433520_p,0,0.0
18021876326_p,0,0.0
jd_4eb21736b062f,0,0.0
wdELoKZcHgMOEP,0,0.0
daialing_m,0,0.0
jd_69d9dce6a9f00,0,0.0
AB13580658444,0,0.0
jd_74af73d52022c,0,0.0
jd_5911c1d7f720f,0,0.0
jd_5746112c8cc6a,0,0.0
九命猫2233,0,0.0
jd_6d8b19bb7ba2f,0,0.0
jd_74124ca015b26,0,0.0
jd_563875272a3fe,0,0.0
jd_4bba9895123c7,0,0.0
依依4618,0,0.0
jd_5fb072e6d0f87,0,0.0
26037588-688678,0,0.0
jd_6500c861b31eb,0,0.0
15811544393guo,0,0.0
jd_4d047a2a0985e,0,-12520.0
jd_40f9e1bc07f14,0,0.0
暗里着迷666,0,0.0
jd_501b268d10a22,0,0.0
八月雨子,0,0.0
zx15183867701,0,0.0
jd_62337f36ea36c,0,0.0
jd_49c0dcdfe8507,0,0.0
jd_698230cd77269,0,0.0
18629242354_p,1,0.0
jd_4f21476163c18,0,0.0
jd_7460280f036e3,0,0.0
jd_463b5881900b8,0,0.0
83459357-412966,0,0.0
jd_59ce5d9778df4,0,0.0
18538924998_p,0,0.0
15981596895_p,0,0.0
jd_472db2ad55fee,0,0.0
jd_7b457c284ff00,0,0.0
18295195398_p,1,0.0
18829290041_p,0,0.0
jd_4916f20f50f9d,0,0.0
jd_5e2b0ac5684ba,0,0.0
shweizhongli,5,0.0
lianyu0223,0,0.0
jd_4822e0ebac7d5,0,0.0
jd_78f7572b55c07,0,0.0
leeroc003,0,0.0
jd_45fe0a5342cd4,0,0.0
tjhorizon88,0,0.0
潜水的盗宝猫,0,0.0
zclnlxy2009,0,0.0
jd_700dc306a23f1,0,0.0
18782201225_p,0,0.0
哈喽201314,0,0.0
jd_7e060dbfb6e05,0,-10051.0
wdryfBhDvBhNWF,0,0.0
jd_7d9e682005a9d,0,0.0
jd_40bf56a2941c5,3,0.0
15054565056_p,0,0.0
wdNIJEvsYPKUwcb,0,0.0
18672758202_p,0,0.0
jd_7732e62550c81,0,0.0
wdmzMnHazGwpJa,0,0.0
hj3266,0,0.0
518赣榆区邵丽丽,0,0.0
jd_746e8f2520f2e,0,0.0
15797749-39392548,0,0.0
jd_7d02694500fd3,0,0.0
jd_582ed36775d4f,0,0.0
jd_62544120df611,0,0.0
18204746684_p,0,0.0
jd_51cf99bf9a717,0,0.0
jd_41f5f73f303aa,0,0.0
wddTnJgSsxWncg,0,0.0
jd_4cb69b79c2ed6,0,0.0
jd_5ad3f720af31c,0,0.0
13662218636_p,0,0.0
jd_5905ec961abe1,0,0.0
jd_61e5bac1410a4,1,0.0
jd_jACnCcbJjPOS,0,0.0
jd_647762825db2e,0,0.0
我取不了名字,0,0.0
HY336868,0,0.0
jd_6277db08cca50,0,0.0
愉悦空间2013,0,0.0
15584960765_p,0,0.0
jd_732c6aa23f1c8,0,0.0
jd_4b2c0bc069ff7,0,0.0
石筱喆,0,0.0
jd_7cbee9f699313,1,0.0
jd_51c521aaefe43,0,0.0
jd_718bc3d75201c,0,0.0
jd_53c357603e61a,0,0.0
619864487_m,0,0.0
