cust_id,lmt_id,credit_etldt,credit_actual_dt,credit_mat_dt,credit_lmt,credit_term
jd_43add72b02e5e,jd_43add72b02e5e_03,20191108,20181218,20200101,7500,378
jd_43add72b02e5e,jd_43add72b02e5e_03,20190407,20181218,20200101,7500,378
jd_43add72b02e5e,jd_43add72b02e5e_03,20191120,20181218,20200101,7500,378
jd_5cd62c246ffa4,jd_5cd62c246ffa4_03,20191021,20190202,20200101,6250,332
jd_5cd62c246ffa4,jd_5cd62c246ffa4_03,20190913,20190202,20200101,6250,332
jd_5cd62c246ffa4,jd_5cd62c246ffa4_03,20200213,20190202,20300101,6250,3985
jd_5cd62c246ffa4,jd_5cd62c246ffa4_03,20200204,20190202,20300101,6250,3985
jd_5cd62c246ffa4,jd_5cd62c246ffa4_03,20190927,20190202,20200101,6250,332
kent818_m,kent818_m_03,20200108,20170802,20300101,65625,4534
kent818_m,kent818_m_03,20190919,20170802,20200101,65625,881
kent818_m,kent818_m_03,20200220,20170802,20300101,65625,4534
jd_4f3fae81e8fd1,jd_4f3fae81e8fd1_03,20190626,20180517,20200101,35000,593
jd_4325f79db11ca,jd_4325f79db11ca_03,20200219,20191229,20300101,20000,3655
jd_4325f79db11ca,jd_4325f79db11ca_03,20200331,20191229,20300101,20000,3655
jd_4325f79db11ca,jd_4325f79db11ca_03,20200224,20191229,20300101,20000,3655
jd_418dba326454f,jd_418dba326454f_03,20191207,20190628,20200101,7500,186
jd_67d9b36506262,jd_67d9b36506262_03,20190704,20190220,20200101,10000,314
jd_434d28d5e97d5,jd_434d28d5e97d5_03,20191010,20160906,20200101,46250,1211
jd_7ac53dc4e7faa,jd_7ac53dc4e7faa_03,20200110,20170609,20300101,46875,4588
jd_7ac53dc4e7faa,jd_7ac53dc4e7faa_03,20191011,20170609,20200101,31250,935
jd_7ac53dc4e7faa,jd_7ac53dc4e7faa_03,20200206,20170609,20300101,46875,4588
jd_7ac53dc4e7faa,jd_7ac53dc4e7faa_03,20200221,20170609,20300101,46875,4588
jd_7ac53dc4e7faa,jd_7ac53dc4e7faa_03,20200124,20170609,20300101,46875,4588
jd_7f6249609d575,jd_7f6249609d575_03,20191107,20170228,20200101,42000,1036
jd_7f6249609d575,jd_7f6249609d575_03,20190828,20170228,20200101,41250,1036
jd_7f6249609d575,jd_7f6249609d575_03,20190830,20170228,20200101,42000,1036
jd_7f6249609d575,jd_7f6249609d575_03,20190907,20170228,20200101,42000,1036
jd_7f6249609d575,jd_7f6249609d575_03,20191006,20170228,20200101,42000,1036
jd_4322c13af9462,jd_4322c13af9462_03,20200325,20191123,20300101,8750,3691
jd_4322c13af9462,jd_4322c13af9462_03,20200223,20191123,20300101,8750,3691
18602109375_p,18602109375_p_03,20191113,20191113,20200101,6250,48
18602109375_p,18602109375_p_03,20191115,20191113,20200101,6250,48
jd_64aa369e431fc,jd_64aa369e431fc_03,20191103,20190820,20200101,6125,133
jd_64aa369e431fc,jd_64aa369e431fc_03,20191122,20190820,20200101,6125,133
jd_64aa369e431fc,jd_64aa369e431fc_03,20200109,20190820,20300101,6125,3786
jd_64aa369e431fc,jd_64aa369e431fc_03,20190820,20190820,20200101,6125,133
jd_64aa369e431fc,jd_64aa369e431fc_03,20200124,20190820,20300101,6125,3786
jd_7ef89a06c0b47,jd_7ef89a06c0b47_03,20191021,20180430,20200101,27500,610
jd_7ef89a06c0b47,jd_7ef89a06c0b47_03,20191207,20180430,20200101,47250,610
jd_7ef89a06c0b47,jd_7ef89a06c0b47_03,20200207,20180430,20300101,47250,4263
jd_7ef89a06c0b47,jd_7ef89a06c0b47_03,20200307,20180430,20300101,47250,4263
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20191127,20190522,20200101,20500,223
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20200127,20190522,20300101,20500,3876
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20190818,20190522,20200101,11875,223
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20200310,20190522,20300101,20500,3876
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20190910,20190522,20200101,15750,223
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20200207,20190522,20300101,20500,3876
jd_7c5ae9d452e71,jd_7c5ae9d452e71_03,20200106,20190522,20300101,20500,3876
jd_64e31358cd3de,jd_64e31358cd3de_03,20191026,20190820,20200101,7500,133
tcy414,tcy414_03,20191203,20191010,20200101,7500,82
tcy414,tcy414_03,20191010,20191010,20200101,7500,82
jd_60aea42328da3,jd_60aea42328da3_03,20191115,20191115,20200101,15000,46
jd_60aea42328da3,jd_60aea42328da3_03,20191117,20191115,20200101,15000,46
jd_6d97f71b801a4,jd_6d97f71b801a4_03,20190805,20180501,20200101,23750,609
jd_6d97f71b801a4,jd_6d97f71b801a4_03,20200331,20180501,20300101,30000,4262
林生8,林生8_03,20191125,20170103,20200101,63250,1092
林生8,林生8_03,20190819,20170103,20200101,62500,1092
林生8,林生8_03,20200130,20170103,20300101,63250,4745
林生8,林生8_03,20191225,20170103,20300101,63250,4745
林生8,林生8_03,20191220,20170103,20200101,63250,1092
林生8,林生8_03,20191118,20170103,20200101,63250,1092
林生8,林生8_03,20200108,20170103,20300101,63250,4745
林生8,林生8_03,20191030,20170103,20200101,63250,1092
林生8,林生8_03,20200310,20170103,20300101,63250,4745
林生8,林生8_03,20190902,20170103,20200101,63250,1092
林生8,林生8_03,20200319,20170103,20300101,63250,4745
林生8,林生8_03,20200131,20170103,20300101,63250,4745
林生8,林生8_03,20200307,20170103,20300101,63250,4745
林生8,林生8_03,20200102,20170103,20300101,63250,4745
林生8,林生8_03,20191026,20170103,20200101,63250,1092
林生8,林生8_03,20200201,20170103,20300101,63250,4745
jd_6eb3fde447732,jd_6eb3fde447732_03,20191005,20170818,20200101,50000,865
jd_6eb3fde447732,jd_6eb3fde447732_03,20190930,20170818,20200101,50000,865
jd_6eb3fde447732,jd_6eb3fde447732_03,20190929,20170818,20200101,50000,865
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190713,20180727,20200101,10625,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191105,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190823,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191001,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191107,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190815,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190427,20180727,20200101,10625,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190728,20180727,20200101,10625,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190801,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190822,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190922,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190806,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190524,20180727,20200101,10625,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190919,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190617,20180727,20200101,10625,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191204,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191224,20180727,20300101,15000,4175
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20190907,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191014,20180727,20200101,15000,522
wdEgcgAdbAQybb,wdEgcgAdbAQybb_03,20191016,20180727,20200101,15000,522
jd_4460b10c735b3,jd_4460b10c735b3_03,20190710,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190809,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190629,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190805,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190704,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190724,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190706,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190728,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20191010,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20200310,20190408,20300101,10000,3920
jd_4460b10c735b3,jd_4460b10c735b3_03,20190625,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190709,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190909,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190904,20190408,20200101,7500,267
jd_4460b10c735b3,jd_4460b10c735b3_03,20190908,20190408,20200101,7500,267
毛毛19890826,毛毛19890826_03,20190731,20190301,20200101,8750,305
毛毛19890826,毛毛19890826_03,20200120,20190301,20300101,13875,3958
毛毛19890826,毛毛19890826_03,20190823,20190301,20200101,10000,305
毛毛19890826,毛毛19890826_03,20191203,20190301,20200101,13875,305
毛毛19890826,毛毛19890826_03,20190628,20190301,20200101,8750,305
毛毛19890826,毛毛19890826_03,20190831,20190301,20200101,10000,305
毛毛19890826,毛毛19890826_03,20191124,20190301,20200101,13875,305
毛毛19890826,毛毛19890826_03,20191101,20190301,20200101,10625,305
毛毛19890826,毛毛19890826_03,20190922,20190301,20200101,10625,305
毛毛19890826,毛毛19890826_03,20200324,20190301,20300101,13875,3958
毛毛19890826,毛毛19890826_03,20190920,20190301,20200101,10625,305
毛毛19890826,毛毛19890826_03,20200217,20190301,20300101,13875,3958
毛毛19890826,毛毛19890826_03,20200227,20190301,20300101,13875,3958
毛毛19890826,毛毛19890826_03,20190820,20190301,20200101,10000,305
wdpsraLVNUlHJo,wdpsraLVNUlHJo_03,20191206,20181029,20200101,22000,428
wdpsraLVNUlHJo,wdpsraLVNUlHJo_03,20191211,20181029,20200101,22000,428
vodas,vodas_03,20200107,20160911,20300101,21250,4859
vodas,vodas_03,20200128,20160911,20300101,21250,4859
vodas,vodas_03,20190805,20160911,20200101,21250,1206
vodas,vodas_03,20200215,20160911,20300101,21250,4859
vodas,vodas_03,20200228,20160911,20300101,21250,4859
vodas,vodas_03,20191007,20160911,20200101,21250,1206
vodas,vodas_03,20190506,20160911,20200101,21250,1206
vodas,vodas_03,20190930,20160911,20200101,21250,1206
vodas,vodas_03,20200301,20160911,20300101,21250,4859
vodas,vodas_03,20190519,20160911,20200101,21250,1206
vodas,vodas_03,20190909,20160911,20200101,21250,1206
vodas,vodas_03,20200227,20160911,20300101,21250,4859
vodas,vodas_03,20191009,20160911,20200101,21250,1206
vodas,vodas_03,20200123,20160911,20300101,21250,4859
vodas,vodas_03,20190907,20160911,20200101,21250,1206
vodas,vodas_03,20200211,20160911,20300101,21250,4859
vodas,vodas_03,20190827,20160911,20200101,21250,1206
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190823,20190107,20200101,13250,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20191001,20190107,20200101,13250,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190611,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20191213,20190107,20200101,21750,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190712,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190515,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190605,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190804,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190506,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190418,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20200312,20190107,20300101,23375,4011
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20191022,20190107,20200101,13250,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190920,20190107,20200101,13250,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190816,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190627,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190904,20190107,20200101,13250,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20200211,20190107,20300101,23375,4011
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20190807,20190107,20200101,12500,358
jd_64e1bd419a3fb,jd_64e1bd419a3fb_03,20200106,20190107,20300101,23375,4011
13818135383_p,13818135383_p_03,20190703,20170606,20200101,41250,938
13818135383_p,13818135383_p_03,20191001,20170606,20200101,41250,938
13818135383_p,13818135383_p_03,20200219,20170606,20300101,41250,4591
13818135383_p,13818135383_p_03,20191020,20170606,20200101,41250,938
13818135383_p,13818135383_p_03,20190628,20170606,20200101,41250,938
13818135383_p,13818135383_p_03,20190922,20170606,20200101,41250,938
13818135383_p,13818135383_p_03,20200311,20170606,20300101,41250,4591
13818135383_p,13818135383_p_03,20200214,20170606,20300101,41250,4591
13818135383_p,13818135383_p_03,20190901,20170606,20200101,41250,938
jd_577d2eb46f6bb,jd_577d2eb46f6bb_03,20190930,20180504,20200101,18750,606
jd_577d2eb46f6bb,jd_577d2eb46f6bb_03,20200301,20180504,20300101,18750,4259
jd_577d2eb46f6bb,jd_577d2eb46f6bb_03,20200202,20180504,20300101,18750,4259
jd_577d2eb46f6bb,jd_577d2eb46f6bb_03,20191006,20180504,20200101,18750,606
jd_79806ab454d62,jd_79806ab454d62_03,20200209,20170302,20300101,31875,4687
jd_79806ab454d62,jd_79806ab454d62_03,20200220,20170302,20300101,31875,4687
jd_79806ab454d62,jd_79806ab454d62_03,20200206,20170302,20300101,31875,4687
13426187673_p,13426187673_p_03,20200118,20180614,20300101,54375,4218
13426187673_p,13426187673_p_03,20191201,20180614,20200101,54375,565
13426187673_p,13426187673_p_03,20190524,20180614,20200101,54375,565
13426187673_p,13426187673_p_03,20190907,20180614,20200101,54375,565
13426187673_p,13426187673_p_03,20200201,20180614,20300101,54375,4218
13426187673_p,13426187673_p_03,20200116,20180614,20300101,54375,4218
一个老钟医,一个老钟医_03,20190801,20180605,20200101,23000,574
一个老钟医,一个老钟医_03,20190826,20180605,20200101,23000,574
一个老钟医,一个老钟医_03,20190901,20180605,20200101,23000,574
一个老钟医,一个老钟医_03,20200307,20180605,20300101,23000,4227
jd_769887dfb94a9,jd_769887dfb94a9_03,20191113,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191031,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191210,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191107,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191102,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191213,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191216,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20200105,20180326,20300101,50000,4298
jd_769887dfb94a9,jd_769887dfb94a9_03,20200115,20180326,20300101,50000,4298
jd_769887dfb94a9,jd_769887dfb94a9_03,20191212,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191017,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191207,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191217,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191110,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20191208,20180326,20200101,50000,645
jd_769887dfb94a9,jd_769887dfb94a9_03,20200121,20180326,20300101,50000,4298
jd_6ba399797db12,jd_6ba399797db12_03,20200101,20190807,20300101,15000,3799
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20190621,20180113,20200101,13750,717
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20190615,20180113,20200101,13750,717
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20190618,20180113,20200101,13750,717
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20190814,20180113,20200101,13750,717
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20190911,20180113,20200101,13750,717
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20190928,20180113,20200101,13750,717
jd_5e8d2da2f3c6e,jd_5e8d2da2f3c6e_03,20200114,20180113,20300101,13750,4370
ohyhe,ohyhe_03,20200108,20190923,20300101,50000,3752
ohyhe,ohyhe_03,20200128,20190923,20300101,50750,3752
ohyhe,ohyhe_03,20200228,20190923,20300101,50750,3752
ohyhe,ohyhe_03,20200109,20190923,20300101,50000,3752
ohyhe,ohyhe_03,20200324,20190923,20300101,50750,3752
ohyhe,ohyhe_03,20190923,20190923,20200101,50000,99
lxdjd2016,lxdjd2016_03,20200107,20190601,20300101,10500,3866
lxdjd2016,lxdjd2016_03,20200105,20190601,20300101,10500,3866
lxdjd2016,lxdjd2016_03,20191207,20190601,20200101,10500,213
lxdjd2016,lxdjd2016_03,20191209,20190601,20200101,10500,213
jd_52b7ca7c05ce5,jd_52b7ca7c05ce5_03,20191202,20181231,20200101,18250,365
jd_52b7ca7c05ce5,jd_52b7ca7c05ce5_03,20191212,20181231,20200101,18250,365
jd_5cb0a593ebf0c,jd_5cb0a593ebf0c_03,20191106,20190425,20200101,3750,250
jd_5cb0a593ebf0c,jd_5cb0a593ebf0c_03,20191203,20190425,20200101,7500,250
jd_5cb0a593ebf0c,jd_5cb0a593ebf0c_03,20191214,20190425,20200101,7500,250
jd_5cb0a593ebf0c,jd_5cb0a593ebf0c_03,20200313,20190425,20300101,7500,3903
jd_5cb0a593ebf0c,jd_5cb0a593ebf0c_03,20200106,20190425,20300101,7500,3903
ldy841119,ldy841119_03,20191028,20191028,20200101,13750,64
我是华2014,我是华2014_03,20200205,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20191202,20190930,20200101,31250,92
我是华2014,我是华2014_03,20191104,20190930,20200101,31250,92
我是华2014,我是华2014_03,20200308,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200301,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200311,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200212,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200203,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200220,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200204,20190930,20300101,31250,3745
我是华2014,我是华2014_03,20200313,20190930,20300101,31250,3745
wdGyYUSwiHDvBK,wdGyYUSwiHDvBK_03,20200228,20190826,20300101,7875,3780
wdGyYUSwiHDvBK,wdGyYUSwiHDvBK_03,20200306,20190826,20300101,7875,3780
wdGyYUSwiHDvBK,wdGyYUSwiHDvBK_03,20191219,20190826,20200101,7875,127
wdGyYUSwiHDvBK,wdGyYUSwiHDvBK_03,20191221,20190826,20200101,7875,127
wdGyYUSwiHDvBK,wdGyYUSwiHDvBK_03,20191204,20190826,20200101,7875,127
wdGyYUSwiHDvBK,wdGyYUSwiHDvBK_03,20200303,20190826,20300101,7875,3780
jd_59db53126da44,jd_59db53126da44_03,20191109,20181231,20200101,17500,365
jd_59db53126da44,jd_59db53126da44_03,20191110,20181231,20200101,17500,365
jd_4ac47b86fc63c,jd_4ac47b86fc63c_03,20190712,20180106,20200101,13750,724
jd_4ac47b86fc63c,jd_4ac47b86fc63c_03,20190715,20180106,20200101,13750,724
jd_4ac47b86fc63c,jd_4ac47b86fc63c_03,20191012,20180106,20200101,13750,724
jd_4ac47b86fc63c,jd_4ac47b86fc63c_03,20190509,20180106,20200101,13750,724
jd_4ac47b86fc63c,jd_4ac47b86fc63c_03,20190607,20180106,20200101,13750,724
jd_7e818581bb1db,jd_7e818581bb1db_03,20190526,20181229,20200101,8250,367
jd_7e818581bb1db,jd_7e818581bb1db_03,20191003,20181229,20200101,19500,367
jd_7e818581bb1db,jd_7e818581bb1db_03,20190907,20181229,20200101,19500,367
jd_5b69442fe7569,jd_5b69442fe7569_03,20190720,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190721,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190731,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190809,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190819,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190621,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190805,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190818,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190419,20190213,20200101,3750,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190422,20190213,20200101,3750,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190724,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190702,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190625,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190606,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190628,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190801,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190613,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190614,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190804,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190824,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20191022,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190920,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190816,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190719,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190521,20190213,20200101,3750,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190612,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190622,20190213,20200101,7500,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190820,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20191016,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190827,20190213,20200101,15000,321
jd_5b69442fe7569,jd_5b69442fe7569_03,20190928,20190213,20200101,15000,321
jd_6b8afaacd981b,jd_6b8afaacd981b_03,20190412,20180130,20200101,23750,700
jd_6b8afaacd981b,jd_6b8afaacd981b_03,20190708,20180130,20200101,28750,700
jd_6b8afaacd981b,jd_6b8afaacd981b_03,20191017,20180130,20200101,28750,700
jd_6b8afaacd981b,jd_6b8afaacd981b_03,20200131,20180130,20300101,37375,4353
jd_6b8afaacd981b,jd_6b8afaacd981b_03,20200112,20180130,20300101,37375,4353
